cluster_type,cluster_id,size,addresses,pattern,risk_score
temporal,216,3,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,30
temporal,217,3,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca",,30
temporal,218,7,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,0xb9a8eaded121572cd73d0772ac53b23508b27664,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0x99dd5760049ac433450dfb620f3d9100e2042351",,70
temporal,219,7,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,0xb9a8eaded121572cd73d0772ac53b23508b27664,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0x99dd5760049ac433450dfb620f3d9100e2042351",,70
temporal,220,7,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,0xb9a8eaded121572cd73d0772ac53b23508b27664,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0x99dd5760049ac433450dfb620f3d9100e2042351",,70
temporal,221,7,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,0xb9a8eaded121572cd73d0772ac53b23508b27664,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0x99dd5760049ac433450dfb620f3d9100e2042351",,70
temporal,222,11,"0x338968c09457643223cf53fd6aa5a62e9269219e,0xb98a75a50983abe9512ef4d543a9f680d344f07c,0x0b29ded5e84904dc9757a9816b963727bffaefec,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0xeda87d8816ee3c93201e87589710eddf02e6db20",,110
temporal,223,10,"0x338968c09457643223cf53fd6aa5a62e9269219e,0xb98a75a50983abe9512ef4d543a9f680d344f07c,0x0b29ded5e84904dc9757a9816b963727bffaefec,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0xeda87d8816ee3c93201e87589710eddf02e6db20",,100
temporal,224,6,"0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xcd2fd81aa323a79da7790213eee48d4057778e47,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca",,60
temporal,225,18,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0x338968c09457643223cf53fd6aa5a62e9269219e,0xcd47aa68575620b2f5c76681924f9a4733760739,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0xb9a8eaded121572cd73d0772ac53b23508b27664,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0x99dd5760049ac433450dfb620f3d9100e2042351,0xeda87d8816ee3c93201e87589710eddf02e6db20",,180
temporal,226,7,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0x0b29ded5e84904dc9757a9816b963727bffaefec,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0xcd2fd81aa323a79da7790213eee48d4057778e47,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac",,70
temporal,227,2,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009",,20
temporal,228,3,"0x3b780b9012858d85503232bb4c4379cfd8541c61,0x296e5b916349edb04607df1c73ec2edb9ec6a95d,0xb2fdd9c4d1c9991a5a1f6d2b76f8ac59f3684226",,30
temporal,229,3,"0x6d98d448d10000c54bd7b5b7d1ef2d1ce16a1a5e,0xd5ffcd736d5831252de512dfb682096971989bd1,0x193ee9eea53677fd05db368b341ae038479abaf8",,30
temporal,230,6,"0xc7e696acf931b25893dd90c7cba23a5cbaad6006,0xe7e8c9b24a157a8ef1d5d0166070826c23988bac,0x7029da15adae9cb76ffa6f97801a3aaa2c0bc98a,0x9b9097a0a82d223cb62cc458a8697ff138b57dde,0xaeb0ed20aadd2602da1ac8fcfb3572eea9adeda1,0x5ea6f630df979e8b4d861a588d6d6cc519916f5a",,60
temporal,231,2,"0xeddb18cb799fec8087396a8d00cdb6feb1df6d49,0xd2336a629a1e8f429f15b73d52b2958808948cfa",,20
temporal,232,4,"0x7b7ebceac5f460068fa6d0b7ddaafa2a5b89b029,0x1c5bcb0c4a44a536fcf7608525a389a06cce5276,0x6a37707f6a3ceae5eff6e76e197d398530e52f0b,0xcefdb947426cbdeb8392e9483c00e2cdbce80d4e",,40
temporal,233,2,"0x45559492d0431b6796251844ed36204bd9aa7dd2,0x651cd440f59ab7d256bd1ed734ed8a8fd5170b7b",,20
temporal,234,5,"0x338968c09457643223cf53fd6aa5a62e9269219e,0x0b29ded5e84904dc9757a9816b963727bffaefec,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8",,50
temporal,235,2,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c",,20
temporal,236,2,"0xb9a8eaded121572cd73d0772ac53b23508b27664,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1",,20
temporal,237,4,"0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4",,40
temporal,238,3,"0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0x99dd5760049ac433450dfb620f3d9100e2042351,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,30
temporal,239,4,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xa7cb6f084b8385d7831971efe24ee5e4439288d6",,40
temporal,240,3,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0xeda87d8816ee3c93201e87589710eddf02e6db20",,30
temporal,241,2,"0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0xcd47aa68575620b2f5c76681924f9a4733760739",,20
temporal,242,3,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,30
temporal,243,3,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xcd47aa68575620b2f5c76681924f9a4733760739",,30
temporal,244,10,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xb98a75a50983abe9512ef4d543a9f680d344f07c,0x0b29ded5e84904dc9757a9816b963727bffaefec,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,0x338968c09457643223cf53fd6aa5a62e9269219e,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0xeda87d8816ee3c93201e87589710eddf02e6db20",,100
temporal,245,5,"0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xcd2fd81aa323a79da7790213eee48d4057778e47,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x99dd5760049ac433450dfb620f3d9100e2042351",,50
temporal,246,2,"0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xb9a8eaded121572cd73d0772ac53b23508b27664",,20
temporal,247,4,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x0b29ded5e84904dc9757a9816b963727bffaefec,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1",,40
temporal,248,19,"0x338968c09457643223cf53fd6aa5a62e9269219e,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0xeda87d8816ee3c93201e87589710eddf02e6db20,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xcd47aa68575620b2f5c76681924f9a4733760739,0xcd2fd81aa323a79da7790213eee48d4057778e47,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xb9a8eaded121572cd73d0772ac53b23508b27664,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0x99dd5760049ac433450dfb620f3d9100e2042351,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,190
temporal,249,2,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e",,20
temporal,250,2,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,20
temporal,251,2,"0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29",,20
temporal,252,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,40
temporal,253,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,40
temporal,254,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,40
temporal,255,5,"0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,50
temporal,256,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,40
temporal,257,4,"0xeddb18cb799fec8087396a8d00cdb6feb1df6d49,0xaeb0ed20aadd2602da1ac8fcfb3572eea9adeda1,0x9b9097a0a82d223cb62cc458a8697ff138b57dde,0xe7e8c9b24a157a8ef1d5d0166070826c23988bac",,40
temporal,258,4,"0x6d98d448d10000c54bd7b5b7d1ef2d1ce16a1a5e,0x651cd440f59ab7d256bd1ed734ed8a8fd5170b7b,0xb2fdd9c4d1c9991a5a1f6d2b76f8ac59f3684226,0xcefdb947426cbdeb8392e9483c00e2cdbce80d4e",,40
temporal,259,2,"0xd2336a629a1e8f429f15b73d52b2958808948cfa,0x296e5b916349edb04607df1c73ec2edb9ec6a95d",,20
temporal,260,2,"0xd5ffcd736d5831252de512dfb682096971989bd1,0xc7e696acf931b25893dd90c7cba23a5cbaad6006",,20
temporal,261,6,"0x7029da15adae9cb76ffa6f97801a3aaa2c0bc98a,0x1c5bcb0c4a44a536fcf7608525a389a06cce5276,0x6a37707f6a3ceae5eff6e76e197d398530e52f0b,0x193ee9eea53677fd05db368b341ae038479abaf8,0xbe118ec6964c4cc7d457b55d7723084e0c7260d7,0x5ea6f630df979e8b4d861a588d6d6cc519916f5a",,60
temporal,262,4,"0x7b7ebceac5f460068fa6d0b7ddaafa2a5b89b029,0x92fd6a1bd1fe0834b39401221b8afa897b7ef774,0x3b780b9012858d85503232bb4c4379cfd8541c61,0x45559492d0431b6796251844ed36204bd9aa7dd2",,40
temporal,263,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,40
temporal,264,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,40
temporal,265,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,40
temporal,266,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,40
temporal,267,3,"0xaeb0ed20aadd2602da1ac8fcfb3572eea9adeda1,0x92fd6a1bd1fe0834b39401221b8afa897b7ef774,0xcefdb947426cbdeb8392e9483c00e2cdbce80d4e",,30
temporal,268,3,"0x7b7ebceac5f460068fa6d0b7ddaafa2a5b89b029,0x1c5bcb0c4a44a536fcf7608525a389a06cce5276,0xd5ffcd736d5831252de512dfb682096971989bd1",,30
temporal,269,3,"0x6d98d448d10000c54bd7b5b7d1ef2d1ce16a1a5e,0x193ee9eea53677fd05db368b341ae038479abaf8,0xe7e8c9b24a157a8ef1d5d0166070826c23988bac",,30
temporal,270,2,"0xeddb18cb799fec8087396a8d00cdb6feb1df6d49,0x296e5b916349edb04607df1c73ec2edb9ec6a95d",,20
temporal,271,3,"0xd2336a629a1e8f429f15b73d52b2958808948cfa,0x651cd440f59ab7d256bd1ed734ed8a8fd5170b7b,0x5ea6f630df979e8b4d861a588d6d6cc519916f5a",,30
temporal,272,2,"0x6a37707f6a3ceae5eff6e76e197d398530e52f0b,0xbe118ec6964c4cc7d457b55d7723084e0c7260d7",,20
temporal,273,2,"0x3b780b9012858d85503232bb4c4379cfd8541c61,0x45559492d0431b6796251844ed36204bd9aa7dd2",,20
temporal,274,2,"0x7029da15adae9cb76ffa6f97801a3aaa2c0bc98a,0xc7e696acf931b25893dd90c7cba23a5cbaad6006",,20
temporal,275,5,"0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xaceae6296ce9e4f655487522217a7f6fdc830245,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x99c47bcdbd65654135580b53df5019886d614557",,50
temporal,276,7,"0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xaceae6296ce9e4f655487522217a7f6fdc830245,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x99c47bcdbd65654135580b53df5019886d614557,0x24b87355015378d5b897033314c506e6447c55fc",,70
temporal,277,9,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xaceae6296ce9e4f655487522217a7f6fdc830245,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x99c47bcdbd65654135580b53df5019886d614557,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0x24b87355015378d5b897033314c506e6447c55fc",,90
temporal,278,9,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xcd47aa68575620b2f5c76681924f9a4733760739,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0xcd2fd81aa323a79da7790213eee48d4057778e47,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2",,90
temporal,279,7,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0x0b29ded5e84904dc9757a9816b963727bffaefec,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0x99dd5760049ac433450dfb620f3d9100e2042351",,70
temporal,280,4,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0xeda87d8816ee3c93201e87589710eddf02e6db20",,40
temporal,281,6,"0x338968c09457643223cf53fd6aa5a62e9269219e,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0xb9a8eaded121572cd73d0772ac53b23508b27664,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac",,60
temporal,282,4,"0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,40
temporal,283,3,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xcd47aa68575620b2f5c76681924f9a4733760739",,30
temporal,284,5,"0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xcd2fd81aa323a79da7790213eee48d4057778e47,0xb9a8eaded121572cd73d0772ac53b23508b27664,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf",,50
temporal,285,4,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e",,40
temporal,286,6,"0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xeda87d8816ee3c93201e87589710eddf02e6db20",,60
temporal,287,4,"0x338968c09457643223cf53fd6aa5a62e9269219e,0xb98a75a50983abe9512ef4d543a9f680d344f07c,0x0b29ded5e84904dc9757a9816b963727bffaefec,0x99dd5760049ac433450dfb620f3d9100e2042351",,40
temporal,288,2,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0xeda87d8816ee3c93201e87589710eddf02e6db20",,20
temporal,289,7,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xcd47aa68575620b2f5c76681924f9a4733760739,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0xeda87d8816ee3c93201e87589710eddf02e6db20",,70
temporal,290,3,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0x0b29ded5e84904dc9757a9816b963727bffaefec",,30
temporal,291,3,"0xb9a8eaded121572cd73d0772ac53b23508b27664,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,0x99dd5760049ac433450dfb620f3d9100e2042351",,30
temporal,292,3,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29",,30
temporal,293,2,"0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29",,20
temporal,294,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,40
temporal,295,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,40
temporal,296,2,"0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,20
temporal,297,4,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,40
temporal,298,3,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,30
temporal,299,3,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,30
temporal,300,3,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0xb898571dd99a2f3a422baad3ca945e6e90a51a29,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,30
temporal,301,2,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,20
temporal,302,1,0xcd47aa68575620b2f5c76681924f9a4733760739,,10
temporal,303,1,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,,10
temporal,304,1,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,,10
temporal,305,1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,,10
temporal,306,6,"0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xeda87d8816ee3c93201e87589710eddf02e6db20",,60
temporal,307,6,"0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xeda87d8816ee3c93201e87589710eddf02e6db20",,60
temporal,308,1,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,,10
temporal,309,3,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c",,30
temporal,310,2,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c",,20
temporal,311,2,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c",,20
temporal,312,1,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,,10
temporal,313,1,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,,10
temporal,314,2,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0x99dd5760049ac433450dfb620f3d9100e2042351",,20
temporal,315,2,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0x99dd5760049ac433450dfb620f3d9100e2042351",,20
temporal,316,1,0x338968c09457643223cf53fd6aa5a62e9269219e,,10
temporal,317,1,0x338968c09457643223cf53fd6aa5a62e9269219e,,10
temporal,318,1,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,,10
temporal,319,1,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,,10
temporal,320,1,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,,10
temporal,321,1,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,,10
temporal,322,1,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,,10
temporal,323,1,0xac8bca5edcb9124eeb82bfff837bf444435a3cf4,,10
temporal,324,1,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,,10
temporal,325,1,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,,10
temporal,326,1,0x0b29ded5e84904dc9757a9816b963727bffaefec,,10
temporal,327,1,0x0b29ded5e84904dc9757a9816b963727bffaefec,,10
